Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes
2025-02-14,Friday,Khandagiri,Sunny,None,80,83,Bad Roads,7,5.6
2025-05-16,Friday,Rasulgarh,Foggy,None,83,85,None,0,0.0
2025-03-17,Monday,Jaydev Vihar,Cloudy,None,83,85,Political Rally,16,12.8
2025-01-29,Wednesday,Kalpana Square,Sunny,None,81,76,Sports Event,13,10.4
2025-03-24,Monday,Kalpana Square,Foggy,None,75,73,None,0,0.0
2025-07-11,Friday,Airport Road,Foggy,Rath Yatra,82,86,None,0,0.0
2025-05-04,Sunday,Kalpana Square,Sunny,None,71,71,None,0,0.0
2025-05-16,Friday,Master Canteen,Foggy,None,86,83,None,0,0.0
2025-03-03,Monday,Airport Road,Humid,None,50,47,None,0,0.0
2025-07-13,Sunday,Jaydev Vihar,Sunny,None,82,86,None,0,0.0
2025-05-05,Monday,Rasulgarh,Rainy,None,93,96,None,0,0.0
2025-04-12,Saturday,Jaydev Vihar,Foggy,None,81,77,None,0,0.0
2025-06-13,Friday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-06-27,Friday,Jaydev Vihar,Foggy,None,96,100,Bad Roads,5,4.0
2025-07-20,Sunday,Khandagiri,Cloudy,None,71,74,None,0,0.0
2025-01-03,Friday,Kalpana Square,Cloudy,None,65,65,None,0,0.0
2025-01-20,Monday,Kalpana Square,Cloudy,None,80,75,Accident,27,21.6
2025-05-18,Sunday,Rasulgarh,Rainy,None,108,100,None,0,0.0
2025-01-25,Saturday,Master Canteen,Cloudy,None,92,93,None,0,0.0
2025-02-12,Wednesday,Airport Road,Humid,None,50,48,None,0,0.0
2025-08-06,Wednesday,Airport Road,Cloudy,None,50,45,None,0,0.0
2025-06-26,Thursday,Jaydev Vihar,Sunny,None,70,71,None,0,0.0
2025-05-18,Sunday,Jaydev Vihar,Cloudy,None,83,83,None,0,0.0
2025-06-01,Sunday,Khandagiri,Rainy,None,101,100,Accident,30,24.0
2025-07-11,Friday,Kalpana Square,Rainy,None,94,98,Accident,25,20.0
2025-03-31,Monday,Airport Road,Foggy,None,59,54,None,0,0.0
2025-06-19,Thursday,Airport Road,Humid,None,50,46,None,0,0.0
2025-05-22,Thursday,Rasulgarh,Sunny,None,75,79,None,0,0.0
2025-06-07,Saturday,Kalpana Square,Sunny,None,73,78,None,0,0.0
2025-08-22,Friday,Master Canteen,Rainy,None,93,98,None,0,0.0
2025-04-26,Saturday,Khandagiri,Rainy,None,89,92,None,0,0.0
2025-08-05,Tuesday,Kalpana Square,Humid,None,82,87,Accident,27,21.6
2025-07-06,Sunday,Kalpana Square,Sunny,None,73,70,None,0,0.0
2025-05-09,Friday,Khandagiri,Sunny,None,60,56,None,0,0.0
2025-07-12,Saturday,Master Canteen,Cloudy,Rath Yatra,105,100,None,0,0.0
2025-08-01,Friday,Jaydev Vihar,Humid,None,87,92,Political Rally,12,9.6
2025-02-19,Wednesday,Master Canteen,Rainy,None,110,100,VIP Convoy,17,13.6
2025-04-05,Saturday,Kalpana Square,Foggy,None,94,92,Political Rally,15,12.0
2025-06-08,Sunday,Rasulgarh,Cloudy,None,85,86,None,0,0.0
2025-05-19,Monday,Rasulgarh,Rainy,None,92,89,None,0,0.0
2025-04-06,Sunday,Kalpana Square,Cloudy,None,78,82,None,0,0.0
2025-08-24,Sunday,Airport Road,Rainy,Independence Day,96,99,None,0,0.0
2025-05-05,Monday,Rasulgarh,Foggy,None,81,78,None,0,0.0
2025-01-30,Thursday,Khandagiri,Foggy,None,70,67,None,0,0.0
2025-02-10,Monday,Master Canteen,Humid,None,80,75,None,0,0.0
2025-08-30,Saturday,Airport Road,Sunny,None,77,80,Accident,25,20.0
2025-01-04,Saturday,Jaydev Vihar,Rainy,None,90,86,None,0,0.0
2025-09-08,Monday,Rasulgarh,Cloudy,None,90,87,Political Rally,11,8.8
2025-04-01,Tuesday,Khandagiri,Humid,None,60,59,None,0,0.0
2025-05-10,Saturday,Airport Road,Humid,None,68,68,Political Rally,17,13.6
2025-05-23,Friday,Rasulgarh,Cloudy,None,75,76,None,0,0.0
2025-06-24,Tuesday,Airport Road,Foggy,None,59,62,None,0,0.0
2025-04-29,Tuesday,Airport Road,Sunny,None,50,52,None,0,0.0
2025-01-08,Wednesday,Master Canteen,Cloudy,None,80,78,None,0,0.0
2025-07-18,Friday,Kalpana Square,Rainy,None,76,78,None,0,0.0
2025-08-19,Tuesday,Kalpana Square,Cloudy,None,65,66,None,0,0.0
2025-04-17,Thursday,Airport Road,Sunny,None,50,50,None,0,0.0
2025-02-02,Sunday,Rasulgarh,Rainy,None,99,100,None,0,0.0
2025-06-23,Monday,Kalpana Square,Foggy,None,75,80,None,0,0.0
2025-01-10,Friday,Khandagiri,Foggy,None,70,70,None,0,0.0
2025-04-07,Monday,Kalpana Square,Humid,None,65,65,None,0,0.0
2025-09-03,Wednesday,Khandagiri,Rainy,None,71,75,None,0,0.0
2025-03-15,Saturday,Master Canteen,Humid,None,87,90,None,0,0.0
2025-01-14,Tuesday,Rasulgarh,Rainy,None,92,91,None,0,0.0
2025-03-28,Friday,Rasulgarh,Rainy,Holi,108,100,None,0,0.0
2025-03-22,Saturday,Master Canteen,Cloudy,None,93,88,None,0,0.0
2025-07-03,Thursday,Kalpana Square,Humid,Rath Yatra,104,100,Accident,24,19.2
2025-01-26,Sunday,Airport Road,Rainy,None,77,78,None,0,0.0
2025-02-14,Friday,Rasulgarh,Sunny,None,75,72,None,0,0.0
2025-07-23,Wednesday,Jaydev Vihar,Cloudy,None,70,73,None,0,0.0
2025-08-25,Monday,Kalpana Square,Foggy,None,71,67,None,0,0.0
2025-07-30,Wednesday,Khandagiri,Rainy,None,71,71,None,0,0.0
2025-08-02,Saturday,Master Canteen,Foggy,None,96,95,None,0,0.0
2025-09-06,Saturday,Airport Road,Rainy,None,82,78,None,0,0.0
2025-01-25,Saturday,Rasulgarh,Sunny,None,109,100,Bad Roads,8,6.4
2025-01-04,Saturday,Master Canteen,Humid,None,86,84,None,0,0.0
2025-06-01,Sunday,Kalpana Square,Humid,None,91,96,Bad Roads,8,6.4
2025-08-26,Tuesday,Master Canteen,Foggy,None,88,92,None,0,0.0
2025-08-26,Tuesday,Master Canteen,Cloudy,None,80,82,None,0,0.0
2025-08-01,Friday,Master Canteen,Rainy,None,96,99,None,0,0.0
2025-03-16,Sunday,Jaydev Vihar,Foggy,None,84,89,None,0,0.0
2025-07-26,Saturday,Airport Road,Cloudy,None,61,61,None,0,0.0
2025-07-13,Sunday,Airport Road,Cloudy,None,55,52,None,0,0.0
2025-04-27,Sunday,Rasulgarh,Cloudy,None,85,87,None,0,0.0
2025-01-16,Thursday,Kalpana Square,Humid,None,65,66,None,0,0.0
2025-03-13,Thursday,Master Canteen,Rainy,None,92,91,None,0,0.0
2025-07-26,Saturday,Rasulgarh,Rainy,None,108,100,None,0,0.0
2025-06-07,Saturday,Rasulgarh,Foggy,None,95,98,None,0,0.0
2025-08-25,Monday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-03-25,Tuesday,Master Canteen,Cloudy,None,80,80,None,0,0.0
2025-05-30,Friday,Jaydev Vihar,Cloudy,None,81,83,Accident,20,16.0
2025-02-13,Thursday,Kalpana Square,Rainy,None,98,96,Political Rally,11,8.8
2025-07-01,Tuesday,Airport Road,Humid,None,50,51,None,0,0.0
2025-06-05,Thursday,Master Canteen,Sunny,None,80,83,None,0,0.0
2025-01-22,Wednesday,Airport Road,Sunny,None,63,64,Accident,22,17.6
2025-01-02,Thursday,Airport Road,Humid,None,62,59,Sports Event,10,8.0
2025-05-10,Saturday,Jaydev Vihar,Humid,None,84,85,None,0,0.0
2025-08-07,Thursday,Kalpana Square,Rainy,Independence Day,111,100,Sports Event,10,8.0
2025-03-27,Thursday,Khandagiri,Sunny,Holi,93,92,Bad Roads,10,8.0
2025-05-22,Thursday,Kalpana Square,Humid,None,77,82,Political Rally,17,13.6
2025-04-06,Sunday,Khandagiri,Sunny,None,71,69,None,0,0.0
2025-05-01,Thursday,Master Canteen,Humid,None,80,81,None,0,0.0
2025-01-10,Friday,Airport Road,Sunny,None,50,45,None,0,0.0
2025-09-02,Tuesday,Kalpana Square,Rainy,None,79,74,None,0,0.0
2025-02-15,Saturday,Rasulgarh,Humid,None,90,89,None,0,0.0
2025-08-26,Tuesday,Khandagiri,Foggy,None,68,71,None,0,0.0
2025-08-02,Saturday,Kalpana Square,Foggy,None,80,76,None,0,0.0
2025-08-16,Saturday,Rasulgarh,Foggy,Independence Day,113,100,None,0,0.0
2025-09-03,Wednesday,Airport Road,Foggy,None,57,56,None,0,0.0
2025-08-13,Wednesday,Airport Road,Sunny,None,66,62,Bad Roads,9,7.2
2025-07-24,Thursday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-05-22,Thursday,Master Canteen,Rainy,None,96,91,None,0,0.0
2025-06-01,Sunday,Airport Road,Foggy,None,72,69,None,0,0.0
2025-05-06,Tuesday,Rasulgarh,Humid,None,75,79,None,0,0.0
2025-07-20,Sunday,Khandagiri,Sunny,None,70,69,None,0,0.0
2025-03-30,Sunday,Khandagiri,Rainy,None,86,87,None,0,0.0
2025-05-20,Tuesday,Airport Road,Sunny,None,50,46,None,0,0.0
2025-05-30,Friday,Khandagiri,Humid,None,60,64,None,0,0.0
2025-03-08,Saturday,Jaydev Vihar,Foggy,None,92,88,None,0,0.0
2025-01-02,Thursday,Jaydev Vihar,Sunny,None,70,71,None,0,0.0
2025-05-05,Monday,Master Canteen,Humid,None,93,89,Bad Roads,5,4.0
2025-02-19,Wednesday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-05-07,Wednesday,Jaydev Vihar,Rainy,None,88,90,None,0,0.0
2025-04-26,Saturday,Rasulgarh,Foggy,None,91,90,None,0,0.0
2025-08-13,Wednesday,Kalpana Square,Cloudy,Independence Day,87,89,None,0,0.0
2025-09-06,Saturday,Airport Road,Humid,None,79,79,Construction Work,12,9.6
2025-04-05,Saturday,Kalpana Square,Rainy,None,88,83,None,0,0.0
2025-05-25,Sunday,Jaydev Vihar,Foggy,None,88,92,None,0,0.0
2025-02-22,Saturday,Jaydev Vihar,Sunny,None,94,94,Accident,29,23.2
2025-05-24,Saturday,Kalpana Square,Foggy,None,78,82,None,0,0.0
2025-02-13,Thursday,Kalpana Square,Sunny,None,65,69,None,0,0.0
2025-01-11,Saturday,Kalpana Square,Cloudy,None,91,92,Construction Work,11,8.8
2025-05-24,Saturday,Jaydev Vihar,Cloudy,None,83,87,None,0,0.0
2025-01-02,Thursday,Airport Road,Rainy,None,66,66,None,0,0.0
2025-04-06,Sunday,Master Canteen,Rainy,None,123,100,Bad Roads,6,4.8
2025-08-31,Sunday,Kalpana Square,Foggy,Independence Day,97,98,None,0,0.0
2025-05-20,Tuesday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-02-23,Sunday,Kalpana Square,Sunny,None,90,87,Bad Roads,7,5.6
2025-08-31,Sunday,Khandagiri,Rainy,None,84,84,None,0,0.0
2025-05-06,Tuesday,Jaydev Vihar,Cloudy,None,70,73,None,0,0.0
2025-03-14,Friday,Rasulgarh,Humid,None,75,73,None,0,0.0
2025-06-11,Wednesday,Khandagiri,Foggy,None,66,65,None,0,0.0
2025-01-18,Saturday,Master Canteen,Humid,None,107,100,VIP Convoy,17,13.6
2025-05-02,Friday,Rasulgarh,Rainy,None,106,100,VIP Convoy,21,16.8
2025-02-28,Friday,Kalpana Square,Foggy,None,73,76,None,0,0.0
2025-08-28,Thursday,Khandagiri,Sunny,None,79,77,Construction Work,11,8.8
2025-03-02,Sunday,Kalpana Square,Cloudy,None,77,76,None,0,0.0
2025-06-21,Saturday,Kalpana Square,Cloudy,None,88,93,Accident,22,17.6
2025-03-15,Saturday,Airport Road,Sunny,None,78,77,Bad Roads,5,4.0
2025-08-24,Sunday,Rasulgarh,Sunny,None,97,94,Political Rally,17,13.6
2025-03-14,Friday,Kalpana Square,Rainy,None,83,80,None,0,0.0
2025-07-03,Thursday,Rasulgarh,Foggy,None,95,98,Accident,20,16.0
2025-01-13,Monday,Kalpana Square,Cloudy,None,65,61,None,0,0.0
2025-08-24,Sunday,Airport Road,Rainy,None,77,73,None,0,0.0
2025-05-19,Monday,Jaydev Vihar,Cloudy,None,70,68,None,0,0.0
2025-01-19,Sunday,Master Canteen,Rainy,None,106,100,None,0,0.0
2025-01-18,Saturday,Airport Road,Cloudy,None,80,81,Sports Event,14,11.2
2025-05-05,Monday,Jaydev Vihar,Cloudy,None,85,90,Accident,22,17.6
2025-01-14,Tuesday,Khandagiri,Sunny,None,60,55,None,0,0.0
2025-02-14,Friday,Khandagiri,Foggy,None,83,87,Political Rally,17,13.6
2025-01-30,Thursday,Khandagiri,Foggy,None,67,67,None,0,0.0
2025-03-10,Monday,Kalpana Square,Sunny,None,65,64,None,0,0.0
2025-02-11,Tuesday,Khandagiri,Humid,None,60,58,None,0,0.0
2025-08-24,Sunday,Khandagiri,Cloudy,None,67,65,None,0,0.0
2025-09-04,Thursday,Khandagiri,Rainy,None,71,72,None,0,0.0
2025-02-10,Monday,Khandagiri,Humid,None,60,63,None,0,0.0
2025-01-24,Friday,Jaydev Vihar,Humid,None,70,70,None,0,0.0
2025-02-02,Sunday,Jaydev Vihar,Foggy,None,103,100,Political Rally,11,8.8
2025-01-13,Monday,Rasulgarh,Cloudy,None,75,77,None,0,0.0
2025-05-04,Sunday,Khandagiri,Cloudy,None,70,68,None,0,0.0
2025-02-18,Tuesday,Jaydev Vihar,Foggy,None,89,87,VIP Convoy,15,12.0
2025-02-06,Thursday,Master Canteen,Cloudy,None,95,97,Bad Roads,8,6.4
2025-07-23,Wednesday,Airport Road,Humid,None,65,60,Accident,26,20.8
2025-01-23,Thursday,Airport Road,Rainy,None,60,57,None,0,0.0
2025-05-20,Tuesday,Jaydev Vihar,Rainy,None,85,89,None,0,0.0
2025-03-26,Wednesday,Airport Road,Humid,None,61,63,Sports Event,11,8.8
2025-06-25,Wednesday,Jaydev Vihar,Foggy,None,98,100,Bad Roads,6,4.8
2025-04-15,Tuesday,Airport Road,Sunny,None,66,61,Sports Event,11,8.8
2025-03-26,Wednesday,Khandagiri,Rainy,None,80,83,None,0,0.0
2025-03-01,Saturday,Khandagiri,Sunny,None,86,82,Accident,22,17.6
2025-07-03,Thursday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-02-17,Monday,Rasulgarh,Cloudy,None,75,79,None,0,0.0
2025-07-04,Friday,Master Canteen,Rainy,None,96,100,None,0,0.0
2025-03-20,Thursday,Khandagiri,Rainy,None,77,73,None,0,0.0
2025-08-10,Sunday,Rasulgarh,Foggy,None,87,87,None,0,0.0
2025-02-05,Wednesday,Airport Road,Cloudy,None,68,70,Construction Work,9,7.2
2025-06-12,Thursday,Jaydev Vihar,Cloudy,None,70,68,None,0,0.0
2025-05-22,Thursday,Jaydev Vihar,Humid,None,70,71,None,0,0.0
2025-01-14,Tuesday,Airport Road,Cloudy,None,50,49,None,0,0.0
2025-02-19,Wednesday,Kalpana Square,Rainy,None,75,73,None,0,0.0
2025-03-12,Wednesday,Jaydev Vihar,Humid,None,70,72,None,0,0.0
2025-03-01,Saturday,Jaydev Vihar,Humid,None,85,88,None,0,0.0
2025-06-13,Friday,Jaydev Vihar,Cloudy,None,70,69,None,0,0.0
2025-03-20,Thursday,Khandagiri,Foggy,None,82,83,Political Rally,12,9.6
2025-03-05,Wednesday,Airport Road,Rainy,None,78,76,Political Rally,18,14.4
2025-08-13,Wednesday,Khandagiri,Sunny,None,77,73,Political Rally,14,11.2
2025-07-11,Friday,Rasulgarh,Sunny,Rath Yatra,100,100,None,0,0.0
2025-05-30,Friday,Airport Road,Rainy,None,65,65,None,0,0.0
2025-02-02,Sunday,Rasulgarh,Cloudy,None,90,92,None,0,0.0
2025-05-06,Tuesday,Rasulgarh,Humid,None,75,80,None,0,0.0
2025-01-14,Tuesday,Khandagiri,Sunny,None,60,58,None,0,0.0
2025-05-26,Monday,Jaydev Vihar,Sunny,None,70,73,None,0,0.0
2025-03-08,Saturday,Rasulgarh,Humid,Holi,105,100,None,0,0.0
2025-04-21,Monday,Master Canteen,Sunny,None,95,90,VIP Convoy,22,17.6
2025-08-29,Friday,Rasulgarh,Sunny,None,75,75,None,0,0.0
2025-07-23,Wednesday,Master Canteen,Rainy,None,92,97,None,0,0.0
2025-01-26,Sunday,Kalpana Square,Rainy,None,96,95,Accident,20,16.0
2025-05-04,Sunday,Kalpana Square,Rainy,None,107,100,Bad Roads,7,5.6
2025-05-03,Saturday,Airport Road,Sunny,None,70,73,Bad Roads,7,5.6
2025-08-13,Wednesday,Rasulgarh,Cloudy,None,86,84,VIP Convoy,17,13.6
2025-08-06,Wednesday,Airport Road,Humid,None,50,49,None,0,0.0
2025-01-04,Saturday,Kalpana Square,Humid,None,79,80,None,0,0.0
2025-08-02,Saturday,Master Canteen,Sunny,None,93,92,None,0,0.0
2025-05-03,Saturday,Airport Road,Foggy,None,68,67,None,0,0.0
2025-03-04,Tuesday,Master Canteen,Sunny,None,98,95,Political Rally,16,12.8
2025-03-27,Thursday,Master Canteen,Cloudy,None,94,95,Political Rally,12,9.6
2025-02-08,Saturday,Master Canteen,Foggy,None,104,100,None,0,0.0
2025-08-06,Wednesday,Airport Road,Sunny,Independence Day,90,88,VIP Convoy,25,20.0
2025-04-25,Friday,Jaydev Vihar,Rainy,None,104,100,Accident,20,16.0
2025-03-22,Saturday,Rasulgarh,Cloudy,None,87,89,None,0,0.0
2025-05-03,Saturday,Rasulgarh,Humid,None,84,87,None,0,0.0
2025-06-28,Saturday,Khandagiri,Rainy,None,75,75,None,0,0.0
2025-04-18,Friday,Jaydev Vihar,Humid,None,84,88,Accident,30,24.0
2025-08-02,Saturday,Rasulgarh,Humid,None,86,83,None,0,0.0
2025-04-07,Monday,Master Canteen,Rainy,None,104,100,Sports Event,9,7.2
2025-01-28,Tuesday,Kalpana Square,Sunny,None,65,62,None,0,0.0
2025-08-28,Thursday,Airport Road,Foggy,None,56,59,None,0,0.0
2025-04-24,Thursday,Rasulgarh,Humid,None,75,80,None,0,0.0
2025-07-21,Monday,Khandagiri,Sunny,Rath Yatra,85,90,None,0,0.0
2025-04-14,Monday,Kalpana Square,Foggy,None,75,76,None,0,0.0
2025-08-03,Sunday,Kalpana Square,Cloudy,Independence Day,93,96,None,0,0.0
2025-02-27,Thursday,Jaydev Vihar,Humid,None,70,71,None,0,0.0
2025-05-27,Tuesday,Khandagiri,Sunny,None,60,57,None,0,0.0
2025-09-08,Monday,Khandagiri,Cloudy,None,77,76,VIP Convoy,15,12.0
2025-07-04,Friday,Master Canteen,Cloudy,None,92,92,Political Rally,16,12.8
2025-06-18,Wednesday,Master Canteen,Foggy,None,90,91,None,0,0.0
2025-04-22,Tuesday,Airport Road,Sunny,None,65,70,Bad Roads,6,4.8
2025-02-15,Saturday,Master Canteen,Cloudy,None,105,100,Construction Work,9,7.2
2025-04-30,Wednesday,Jaydev Vihar,Cloudy,None,90,93,Accident,25,20.0
2025-05-29,Thursday,Kalpana Square,Cloudy,None,65,68,None,0,0.0
2025-08-19,Tuesday,Khandagiri,Sunny,None,60,65,None,0,0.0
2025-07-11,Friday,Master Canteen,Rainy,None,106,100,Construction Work,10,8.0
2025-02-06,Thursday,Khandagiri,Humid,None,60,57,None,0,0.0
2025-06-05,Thursday,Master Canteen,Rainy,None,91,90,None,0,0.0
2025-04-18,Friday,Jaydev Vihar,Sunny,None,90,95,Political Rally,14,11.2
2025-02-13,Thursday,Master Canteen,Cloudy,None,80,79,None,0,0.0
2025-08-02,Saturday,Rasulgarh,Rainy,None,94,98,None,0,0.0
2025-08-19,Tuesday,Rasulgarh,Sunny,None,75,73,None,0,0.0
2025-07-31,Thursday,Kalpana Square,Humid,None,77,76,Sports Event,15,12.0
2025-05-05,Monday,Master Canteen,Sunny,None,92,94,Political Rally,19,15.2
2025-05-11,Sunday,Kalpana Square,Rainy,None,98,100,None,0,0.0
2025-05-20,Tuesday,Rasulgarh,Humid,None,75,76,None,0,0.0
2025-03-26,Wednesday,Airport Road,Sunny,None,61,59,Sports Event,8,6.4
2025-05-25,Sunday,Master Canteen,Cloudy,None,87,91,None,0,0.0
2025-08-28,Thursday,Jaydev Vihar,Sunny,None,70,68,None,0,0.0
2025-03-26,Wednesday,Rasulgarh,Humid,None,75,75,None,0,0.0
2025-04-03,Thursday,Rasulgarh,Rainy,None,91,93,None,0,0.0
2025-03-02,Sunday,Airport Road,Sunny,Holi,82,86,None,0,0.0
2025-08-18,Monday,Airport Road,Foggy,None,57,60,None,0,0.0
2025-08-21,Thursday,Master Canteen,Humid,None,80,83,None,0,0.0
2025-07-15,Tuesday,Jaydev Vihar,Cloudy,None,70,67,None,0,0.0
2025-06-09,Monday,Rasulgarh,Humid,None,89,84,Bad Roads,7,5.6
2025-03-22,Saturday,Airport Road,Foggy,None,77,78,Accident,21,16.8
2025-06-10,Tuesday,Rasulgarh,Foggy,None,83,86,None,0,0.0
2025-08-04,Monday,Master Canteen,Sunny,Independence Day,98,100,None,0,0.0
2025-09-01,Monday,Jaydev Vihar,Cloudy,None,85,82,Accident,28,22.4
2025-05-15,Thursday,Jaydev Vihar,Foggy,None,78,83,None,0,0.0
2025-07-03,Thursday,Khandagiri,Foggy,Rath Yatra,83,85,None,0,0.0
2025-05-11,Sunday,Jaydev Vihar,Humid,None,94,90,VIP Convoy,19,15.2
2025-06-29,Sunday,Khandagiri,Cloudy,None,67,70,None,0,0.0
2025-02-07,Friday,Jaydev Vihar,Rainy,None,109,100,Sports Event,11,8.8
2025-07-07,Monday,Jaydev Vihar,Cloudy,None,83,85,Political Rally,16,12.8
2025-05-26,Monday,Jaydev Vihar,Sunny,None,81,79,Political Rally,20,16.0
2025-06-02,Monday,Rasulgarh,Rainy,None,91,88,None,0,0.0
2025-07-11,Friday,Master Canteen,Cloudy,None,80,81,None,0,0.0
2025-01-21,Tuesday,Jaydev Vihar,Rainy,None,90,92,None,0,0.0
2025-04-05,Saturday,Khandagiri,Humid,None,90,89,Sports Event,15,12.0
2025-04-09,Wednesday,Khandagiri,Foggy,None,86,89,Construction Work,10,8.0
2025-04-11,Friday,Master Canteen,Humid,None,80,81,None,0,0.0
2025-02-02,Sunday,Khandagiri,Humid,None,94,99,Accident,24,19.2
2025-04-24,Thursday,Jaydev Vihar,Rainy,None,89,93,None,0,0.0
2025-04-12,Saturday,Master Canteen,Foggy,None,111,100,Bad Roads,8,6.4
2025-04-18,Friday,Khandagiri,Cloudy,None,60,55,None,0,0.0
2025-02-06,Thursday,Kalpana Square,Humid,None,65,65,None,0,0.0
2025-07-27,Sunday,Rasulgarh,Foggy,None,90,92,None,0,0.0
2025-03-06,Thursday,Khandagiri,Sunny,Holi,97,92,Construction Work,12,9.6
2025-03-12,Wednesday,Khandagiri,Rainy,None,90,92,Accident,22,17.6
2025-06-24,Tuesday,Master Canteen,Cloudy,None,96,100,Political Rally,10,8.0
2025-07-30,Wednesday,Kalpana Square,Sunny,None,65,69,None,0,0.0
2025-04-13,Sunday,Kalpana Square,Rainy,None,93,93,None,0,0.0
2025-08-11,Monday,Rasulgarh,Foggy,None,97,100,Bad Roads,6,4.8
2025-07-04,Friday,Airport Road,Foggy,None,77,76,Sports Event,8,6.4
2025-09-01,Monday,Kalpana Square,Humid,None,65,61,None,0,0.0
2025-01-24,Friday,Rasulgarh,Sunny,None,95,95,Accident,22,17.6
2025-05-09,Friday,Jaydev Vihar,Cloudy,None,70,71,None,0,0.0
2025-05-26,Monday,Airport Road,Humid,None,50,55,None,0,0.0
2025-08-31,Sunday,Khandagiri,Rainy,None,100,100,Accident,24,19.2
2025-01-13,Monday,Khandagiri,Foggy,None,67,65,None,0,0.0
2025-07-30,Wednesday,Airport Road,Humid,None,62,61,Construction Work,6,4.8
2025-01-01,Wednesday,Airport Road,Rainy,None,62,66,None,0,0.0
2025-05-07,Wednesday,Master Canteen,Cloudy,None,94,90,VIP Convoy,24,19.2
2025-04-06,Sunday,Master Canteen,Humid,None,85,87,None,0,0.0
2025-04-12,Saturday,Jaydev Vihar,Sunny,None,79,79,None,0,0.0
2025-08-15,Friday,Khandagiri,Sunny,None,60,57,None,0,0.0
2025-05-27,Tuesday,Master Canteen,Cloudy,None,92,88,Bad Roads,10,8.0
2025-08-23,Saturday,Master Canteen,Rainy,None,105,100,None,0,0.0
2025-03-28,Friday,Airport Road,Foggy,Holi,94,98,VIP Convoy,18,14.4
2025-02-05,Wednesday,Master Canteen,Cloudy,None,80,76,None,0,0.0
2025-07-04,Friday,Kalpana Square,Rainy,Rath Yatra,97,97,None,0,0.0
2025-04-25,Friday,Airport Road,Foggy,None,60,56,None,0,0.0
2025-06-10,Tuesday,Airport Road,Sunny,None,64,66,Sports Event,15,12.0
2025-02-16,Sunday,Airport Road,Rainy,None,68,67,None,0,0.0
2025-07-04,Friday,Master Canteen,Cloudy,None,95,91,Political Rally,17,13.6
2025-01-15,Wednesday,Khandagiri,Foggy,None,78,77,Construction Work,7,5.6
2025-07-29,Tuesday,Kalpana Square,Rainy,None,81,78,None,0,0.0
2025-01-24,Friday,Khandagiri,Rainy,None,98,96,Accident,29,23.2
2025-02-16,Sunday,Khandagiri,Rainy,None,80,80,None,0,0.0
2025-08-24,Sunday,Jaydev Vihar,Rainy,None,87,84,None,0,0.0
2025-06-01,Sunday,Airport Road,Humid,None,62,60,None,0,0.0
2025-04-02,Wednesday,Airport Road,Cloudy,None,64,67,Construction Work,10,8.0
2025-01-31,Friday,Kalpana Square,Foggy,None,74,73,None,0,0.0
2025-02-22,Saturday,Jaydev Vihar,Rainy,None,103,100,Bad Roads,7,5.6
2025-06-05,Thursday,Khandagiri,Foggy,None,81,82,Construction Work,8,6.4
2025-02-12,Wednesday,Jaydev Vihar,Sunny,None,70,72,None,0,0.0
2025-02-21,Friday,Jaydev Vihar,Sunny,None,90,86,Sports Event,8,6.4
2025-07-16,Wednesday,Kalpana Square,Rainy,None,99,100,Accident,25,20.0
2025-01-06,Monday,Kalpana Square,Humid,None,75,76,Political Rally,16,12.8
2025-08-31,Sunday,Khandagiri,Humid,None,66,61,None,0,0.0
2025-02-12,Wednesday,Master Canteen,Cloudy,None,92,97,Bad Roads,10,8.0
2025-03-01,Saturday,Kalpana Square,Cloudy,None,89,91,Accident,24,19.2
2025-04-16,Wednesday,Khandagiri,Rainy,None,76,71,None,0,0.0
2025-08-13,Wednesday,Master Canteen,Rainy,None,107,100,VIP Convoy,15,12.0
2025-07-26,Saturday,Rasulgarh,Rainy,Rath Yatra,113,100,None,0,0.0
2025-03-03,Monday,Kalpana Square,Sunny,Holi,98,100,Bad Roads,5,4.0
2025-07-01,Tuesday,Kalpana Square,Sunny,Rath Yatra,105,100,VIP Convoy,24,19.2
2025-08-04,Monday,Kalpana Square,Sunny,Independence Day,101,100,Sports Event,14,11.2
2025-03-25,Tuesday,Jaydev Vihar,Humid,None,86,88,Sports Event,9,7.2
2025-01-19,Sunday,Master Canteen,Humid,None,113,100,VIP Convoy,20,16.0
2025-04-16,Wednesday,Khandagiri,Rainy,None,88,92,Political Rally,12,9.6
2025-04-12,Saturday,Khandagiri,Rainy,None,103,98,Political Rally,10,8.0
2025-03-23,Sunday,Khandagiri,Foggy,None,71,73,None,0,0.0
2025-09-08,Monday,Rasulgarh,Rainy,None,92,97,None,0,0.0
2025-01-02,Thursday,Rasulgarh,Foggy,None,98,94,Accident,30,24.0
2025-06-06,Friday,Khandagiri,Humid,None,60,60,None,0,0.0
2025-08-12,Tuesday,Rasulgarh,Sunny,None,75,71,None,0,0.0
