Date,DayOfWeek,Area,Weather,Festival,AvgTraffic_Area,Traffic_Today,Event,Event_Impact(%),Extra_Time_Minutes,from,to,lat_from,lon_from,lat_to,lon_to,traffic_score,event_multiplier,weather_multiplier,combined_impact_score
2025-04-27,Sunday,Rasulgarh,Cloudy,,85,87,,0,0.0,Rasulgarh,Khandagiri,20.341213627943194,85.84812693043817,20.30433698476335,85.86573429723282,0.7636363636363637,1.0,1.05,0.8018181818181819
2025-01-16,Thursday,Kalpana Square,Humid,,65,66,,0,0.0,Rasulgarh,Rasulgarh,20.33244871653996,85.87351671257954,20.30729415668121,85.86966501287162,0.38181818181818183,1.0,1.05,0.40090909090909094
2025-03-13,Thursday,Master Canteen,Rainy,,92,91,,0,0.0,Khandagiri,Rasulgarh,20.300528061589052,85.77888146779185,20.371703913130517,85.87545340526512,0.8363636363636364,1.0,1.2,1.0036363636363637
2025-07-26,Saturday,Rasulgarh,Rainy,,108,100,,0,0.0,Rasulgarh,Khandagiri,20.36073430539765,85.7952024581884,20.29105069370487,85.8079071475858,1.0,1.0,1.2,1.2
2025-06-07,Saturday,Rasulgarh,Foggy,,95,98,,0,0.0,Master Canteen,Rasulgarh,20.276052948466806,85.86295760928586,20.31795883713804,85.7725861356758,0.9636363636363636,1.0,1.1,1.06
2025-08-25,Monday,Khandagiri,Humid,,60,58,,0,0.0,Kalpana Square,Airport Road,20.28483669056372,85.79766582750655,20.330313434046055,85.85728000625113,0.23636363636363633,1.0,1.05,0.24818181818181817
2025-03-25,Tuesday,Master Canteen,Cloudy,,80,80,,0,0.0,Khandagiri,Master Canteen,20.238993432205998,85.82884360513158,20.270664234079895,85.85801760760285,0.6363636363636365,1.0,1.05,0.6681818181818183
2025-05-30,Friday,Jaydev Vihar,Cloudy,,81,83,Accident,20,16.0,Rasulgarh,Airport Road,20.27984934048526,85.85552915969687,20.295981527484543,85.83277920793445,0.6909090909090909,1.2,1.05,0.8705454545454546
2025-02-13,Thursday,Kalpana Square,Rainy,,98,96,Political Rally,11,8.8,Jaydev Vihar,Master Canteen,20.3457781845689,85.79699066726162,20.30379831277254,85.79190560239202,0.9272727272727272,1.11,1.2,1.2351272727272729
2025-07-01,Tuesday,Airport Road,Humid,,50,51,,0,0.0,Master Canteen,Khandagiri,20.25746656396854,85.8672122070101,20.379919422386013,85.87528117536283,0.10909090909090913,1.0,1.05,0.11454545454545459
2025-06-05,Thursday,Master Canteen,Sunny,,80,83,,0,0.0,Rasulgarh,Jaydev Vihar,20.344987413146715,85.84243583248765,20.29542746516588,85.8139730238518,0.6909090909090909,1.0,1.0,0.6909090909090909
2025-01-22,Wednesday,Airport Road,Sunny,,63,64,Accident,22,17.6,Jaydev Vihar,Airport Road,20.367566741703325,85.7767841004856,20.332727381165707,85.78930430424083,0.34545454545454546,1.22,1.0,0.42145454545454547
2025-01-02,Thursday,Airport Road,Humid,,62,59,Sports Event,10,8.0,Khandagiri,Airport Road,20.31993788564359,85.80837253204209,20.243057664272406,85.78239609411739,0.25454545454545463,1.1,1.05,0.29400000000000015
2025-05-10,Saturday,Jaydev Vihar,Humid,,84,85,,0,0.0,Airport Road,Rasulgarh,20.354851751197025,85.77363404787508,20.29982745014608,85.7760600511296,0.7272727272727273,1.0,1.05,0.7636363636363637
2025-08-07,Thursday,Kalpana Square,Rainy,Independence Day,111,100,Sports Event,10,8.0,Rasulgarh,Master Canteen,20.332615234058277,85.84304012619815,20.37898501835084,85.87376440372321,1.0,1.1,1.2,1.32
2025-03-27,Thursday,Khandagiri,Sunny,Holi,93,92,Bad Roads,10,8.0,Rasulgarh,Rasulgarh,20.345244506522377,85.82400497576529,20.24477502582259,85.8006639541738,0.8545454545454545,1.1,1.0,0.9400000000000001
2025-05-22,Thursday,Kalpana Square,Humid,,77,82,Political Rally,17,13.6,Khandagiri,Jaydev Vihar,20.258093834014865,85.84618045303247,20.292926467594327,85.84481808836645,0.6727272727272726,1.17,1.05,0.8264454545454545
2025-04-06,Sunday,Khandagiri,Sunny,,71,69,,0,0.0,Airport Road,Kalpana Square,20.235527262928237,85.87622127183197,20.32443367511635,85.87256880149776,0.4363636363636363,1.0,1.0,0.4363636363636363
2025-05-01,Thursday,Master Canteen,Humid,,80,81,,0,0.0,Kalpana Square,Rasulgarh,20.344197322536008,85.83928394845758,20.25547104506139,85.77323316976971,0.6545454545454545,1.0,1.05,0.6872727272727273
2025-01-10,Friday,Airport Road,Sunny,,50,45,,0,0.0,Khandagiri,Rasulgarh,20.233603741102712,85.81082055666539,20.304213734290506,85.7776647959811,0.0,1.0,1.0,0.0
2025-09-02,Tuesday,Kalpana Square,Rainy,,79,74,,0,0.0,Kalpana Square,Kalpana Square,20.313314521443612,85.80687476558299,20.321478462497303,85.86894419236538,0.5272727272727273,1.0,1.2,0.6327272727272728
2025-02-15,Saturday,Rasulgarh,Humid,,90,89,,0,0.0,Rasulgarh,Rasulgarh,20.249909365452893,85.84715429276302,20.232035207594205,85.79176664956078,0.8,1.0,1.05,0.8400000000000001
2025-08-26,Tuesday,Khandagiri,Foggy,,68,71,,0,0.0,Khandagiri,Jaydev Vihar,20.28249564859399,85.79066567895013,20.366969997661734,85.8422559161661,0.47272727272727266,1.0,1.1,0.52
2025-08-02,Saturday,Kalpana Square,Foggy,,80,76,,0,0.0,Jaydev Vihar,Master Canteen,20.26299112366675,85.86431998169097,20.23198166437876,85.83301282925329,0.5636363636363637,1.0,1.1,0.6200000000000001
2025-08-16,Saturday,Rasulgarh,Foggy,Independence Day,113,100,,0,0.0,Kalpana Square,Master Canteen,20.295762211998642,85.85901027920882,20.233834247437393,85.8721443323489,1.0,1.0,1.1,1.1
2025-09-03,Wednesday,Airport Road,Foggy,,57,56,,0,0.0,Khandagiri,Khandagiri,20.317054749530676,85.77574350305616,20.37306865638163,85.82837579219017,0.19999999999999996,1.0,1.1,0.21999999999999997
2025-08-13,Wednesday,Airport Road,Sunny,,66,62,Bad Roads,9,7.2,Airport Road,Rasulgarh,20.379710707676267,85.81222410699813,20.273301452770674,85.84384004706183,0.3090909090909091,1.09,1.0,0.33690909090909094
2025-07-24,Thursday,Jaydev Vihar,Cloudy,,70,71,,0,0.0,Master Canteen,Khandagiri,20.281341312741525,85.85248512359571,20.37637805595482,85.87127789636104,0.47272727272727266,1.0,1.05,0.49636363636363634
2025-05-22,Thursday,Master Canteen,Rainy,,96,91,,0,0.0,Rasulgarh,Airport Road,20.279777043252587,85.83603717769236,20.237700440685046,85.81023798647553,0.8363636363636364,1.0,1.2,1.0036363636363637
2025-06-01,Sunday,Airport Road,Foggy,,72,69,,0,0.0,Khandagiri,Khandagiri,20.309297416132033,85.86985359103384,20.325535779300388,85.84592281151704,0.4363636363636363,1.0,1.1,0.4799999999999999
2025-05-06,Tuesday,Rasulgarh,Humid,,75,79,,0,0.0,Jaydev Vihar,Airport Road,20.258469880508294,85.80249266981026,20.268886140964305,85.77954356321551,0.6181818181818182,1.0,1.05,0.649090909090909
2025-07-20,Sunday,Khandagiri,Sunny,,70,69,,0,0.0,Khandagiri,Khandagiri,20.254042629784433,85.84619288911621,20.329524561156152,85.77537381319148,0.4363636363636363,1.0,1.0,0.4363636363636363
2025-03-30,Sunday,Khandagiri,Rainy,,86,87,,0,0.0,Master Canteen,Khandagiri,20.24444149289672,85.83833534813053,20.367515815221246,85.81604618934274,0.7636363636363637,1.0,1.2,0.9163636363636364
2025-05-20,Tuesday,Airport Road,Sunny,,50,46,,0,0.0,Jaydev Vihar,Master Canteen,20.376052281294747,85.81317920785136,20.251565726862964,85.80881721243837,0.018181818181818188,1.0,1.0,0.018181818181818188
2025-05-30,Friday,Khandagiri,Humid,,60,64,,0,0.0,Airport Road,Master Canteen,20.293301235926787,85.83192547353705,20.36929793786002,85.77227364553163,0.34545454545454546,1.0,1.05,0.36272727272727273
2025-03-08,Saturday,Jaydev Vihar,Foggy,,92,88,,0,0.0,Airport Road,Jaydev Vihar,20.281283261088387,85.84114605248837,20.239929134051458,85.87221832039681,0.7818181818181817,1.0,1.1,0.86
2025-01-02,Thursday,Jaydev Vihar,Sunny,,70,71,,0,0.0,Master Canteen,Rasulgarh,20.277406296071707,85.82642212962563,20.235258385128787,85.80227352673903,0.47272727272727266,1.0,1.0,0.47272727272727266
2025-05-05,Monday,Master Canteen,Humid,,93,89,Bad Roads,5,4.0,Master Canteen,Airport Road,20.258189435045537,85.85159611468637,20.374436441264525,85.8720693258668,0.8,1.05,1.05,0.8820000000000001
2025-02-19,Wednesday,Khandagiri,Cloudy,,60,55,,0,0.0,Khandagiri,Airport Road,20.32724223860823,85.77333484039258,20.294787198062885,85.78140087373482,0.18181818181818188,1.0,1.05,0.19090909090909097
2025-05-07,Wednesday,Jaydev Vihar,Rainy,,88,90,,0,0.0,Kalpana Square,Rasulgarh,20.3158690559177,85.8368375916806,20.33159848045462,85.77436374755719,0.8181818181818181,1.0,1.2,0.9818181818181817
2025-04-26,Saturday,Rasulgarh,Foggy,,91,90,,0,0.0,Master Canteen,Jaydev Vihar,20.2926335592984,85.84647691566516,20.28589257398115,85.7874690362933,0.8181818181818181,1.0,1.1,0.9
2025-08-13,Wednesday,Kalpana Square,Cloudy,Independence Day,87,89,,0,0.0,Khandagiri,Jaydev Vihar,20.357339444789638,85.86490251292516,20.276144306384285,85.7822521471406,0.8,1.0,1.05,0.8400000000000001
2025-09-06,Saturday,Airport Road,Humid,,79,79,Construction Work,12,9.6,Master Canteen,Khandagiri,20.305981616643592,85.78624609786743,20.279320443011187,85.80339576579564,0.6181818181818182,1.12,1.05,0.7269818181818183
2025-04-05,Saturday,Kalpana Square,Rainy,,88,83,,0,0.0,Kalpana Square,Rasulgarh,20.31984699632527,85.819491613071,20.26199753964391,85.81398198392061,0.6909090909090909,1.0,1.2,0.8290909090909091
2025-05-25,Sunday,Jaydev Vihar,Foggy,,88,92,,0,0.0,Airport Road,Khandagiri,20.364059779317753,85.83880366813432,20.327497134993546,85.86832328327735,0.8545454545454545,1.0,1.1,0.9400000000000001
2025-02-22,Saturday,Jaydev Vihar,Sunny,,94,94,Accident,29,23.2,Rasulgarh,Rasulgarh,20.34710678086994,85.86793269643674,20.352215828014497,85.77261491067436,0.8909090909090909,1.29,1.0,1.1492727272727272
2025-05-24,Saturday,Kalpana Square,Foggy,,78,82,,0,0.0,Khandagiri,Jaydev Vihar,20.328690662409546,85.81914640351056,20.232903340481627,85.83661120634068,0.6727272727272726,1.0,1.1,0.74
2025-02-13,Thursday,Kalpana Square,Sunny,,65,69,,0,0.0,Rasulgarh,Rasulgarh,20.358218801415767,85.80523291950352,20.291427207900636,85.81094427773183,0.4363636363636363,1.0,1.0,0.4363636363636363
2025-01-11,Saturday,Kalpana Square,Cloudy,,91,92,Construction Work,11,8.8,Jaydev Vihar,Rasulgarh,20.255817965490195,85.77068995156598,20.357317170067045,85.8739160171941,0.8545454545454545,1.11,1.05,0.9959727272727273
2025-05-24,Saturday,Jaydev Vihar,Cloudy,,83,87,,0,0.0,Airport Road,Airport Road,20.325389177110427,85.82878532579457,20.24293378959446,85.83222096676667,0.7636363636363637,1.0,1.05,0.8018181818181819
2025-01-02,Thursday,Airport Road,Rainy,,66,66,,0,0.0,Airport Road,Rasulgarh,20.32385873992886,85.80358004220885,20.311210271065264,85.87262150575852,0.38181818181818183,1.0,1.2,0.4581818181818182
2025-04-06,Sunday,Master Canteen,Rainy,,123,100,Bad Roads,6,4.8,Master Canteen,Rasulgarh,20.347132062712287,85.79182529060068,20.354785545639228,85.78565231041269,1.0,1.06,1.2,1.272
2025-08-31,Sunday,Kalpana Square,Foggy,Independence Day,97,98,,0,0.0,Airport Road,Airport Road,20.34091715056124,85.83979967511803,20.306011747500317,85.87525370237415,0.9636363636363636,1.0,1.1,1.06
2025-05-20,Tuesday,Airport Road,Cloudy,,50,49,,0,0.0,Master Canteen,Jaydev Vihar,20.280007298248822,85.81824169599145,20.264697595689928,85.84925627089277,0.07272727272727275,1.0,1.05,0.0763636363636364
2025-02-23,Sunday,Kalpana Square,Sunny,,90,87,Bad Roads,7,5.6,Kalpana Square,Rasulgarh,20.369921181093737,85.8096769779776,20.30918136076058,85.78536309336071,0.7636363636363637,1.07,1.0,0.8170909090909092
2025-08-31,Sunday,Khandagiri,Rainy,,84,84,,0,0.0,Kalpana Square,Rasulgarh,20.287518232856183,85.8366392743815,20.335277461936276,85.80171201658543,0.709090909090909,1.0,1.2,0.8509090909090907
2025-05-06,Tuesday,Jaydev Vihar,Cloudy,,70,73,,0,0.0,Rasulgarh,Khandagiri,20.25396301511875,85.87476720308803,20.311983347333374,85.79404535272529,0.509090909090909,1.0,1.05,0.5345454545454545
2025-03-14,Friday,Rasulgarh,Humid,,75,73,,0,0.0,Airport Road,Kalpana Square,20.32063123534085,85.77191025332166,20.36784426050098,85.81361891014525,0.509090909090909,1.0,1.05,0.5345454545454545
2025-06-11,Wednesday,Khandagiri,Foggy,,66,65,,0,0.0,Khandagiri,Kalpana Square,20.322678133559535,85.83125830707705,20.29183702007529,85.77683087328892,0.36363636363636354,1.0,1.1,0.3999999999999999
2025-01-18,Saturday,Master Canteen,Humid,,107,100,VIP Convoy,17,13.6,Airport Road,Airport Road,20.356545582640724,85.77057297869369,20.367825389751136,85.84572750181634,1.0,1.17,1.05,1.2285
2025-05-02,Friday,Rasulgarh,Rainy,,106,100,VIP Convoy,21,16.8,Khandagiri,Kalpana Square,20.24798789100247,85.82069446460861,20.337656949440223,85.79049442233593,1.0,1.21,1.2,1.452
2025-02-28,Friday,Kalpana Square,Foggy,,73,76,,0,0.0,Jaydev Vihar,Khandagiri,20.24370899188221,85.84357478552658,20.379083691603068,85.81677608803892,0.5636363636363637,1.0,1.1,0.6200000000000001
2025-08-28,Thursday,Khandagiri,Sunny,,79,77,Construction Work,11,8.8,Airport Road,Master Canteen,20.32859493311355,85.81497875691134,20.290854210593558,85.81480364246238,0.5818181818181818,1.11,1.0,0.6458181818181818
2025-03-02,Sunday,Kalpana Square,Cloudy,,77,76,,0,0.0,Khandagiri,Khandagiri,20.324099102224206,85.83752765064925,20.282898081596045,85.84858160095848,0.5636363636363637,1.0,1.05,0.5918181818181819
2025-06-21,Saturday,Kalpana Square,Cloudy,,88,93,Accident,22,17.6,Kalpana Square,Master Canteen,20.251046423116467,85.87891390248197,20.244462609466897,85.82241393673553,0.8727272727272728,1.22,1.05,1.1179636363636365
2025-03-15,Saturday,Airport Road,Sunny,,78,77,Bad Roads,5,4.0,Kalpana Square,Jaydev Vihar,20.365619055570903,85.8269226582556,20.34456810880034,85.81580024990694,0.5818181818181818,1.05,1.0,0.610909090909091
2025-08-24,Sunday,Rasulgarh,Sunny,,97,94,Political Rally,17,13.6,Master Canteen,Jaydev Vihar,20.25336247391009,85.80130422984763,20.310263242781286,85.80469504743397,0.8909090909090909,1.17,1.0,1.0423636363636362
2025-03-14,Friday,Kalpana Square,Rainy,,83,80,,0,0.0,Jaydev Vihar,Rasulgarh,20.331396497685894,85.84358855748889,20.28961447117559,85.8774833920521,0.6363636363636365,1.0,1.2,0.7636363636363638
2025-07-03,Thursday,Rasulgarh,Foggy,,95,98,Accident,20,16.0,Jaydev Vihar,Kalpana Square,20.337609004201006,85.83158262000758,20.31469866143336,85.85456375684917,0.9636363636363636,1.2,1.1,1.272
2025-01-13,Monday,Kalpana Square,Cloudy,,65,61,,0,0.0,Kalpana Square,Khandagiri,20.349437554855495,85.83015228299902,20.353448132395094,85.849841609949,0.290909090909091,1.0,1.05,0.3054545454545456
2025-08-24,Sunday,Airport Road,Rainy,,77,73,,0,0.0,Khandagiri,Rasulgarh,20.23368650136528,85.78908696296875,20.316134022226215,85.80630669201354,0.509090909090909,1.0,1.2,0.6109090909090908
2025-05-19,Monday,Jaydev Vihar,Cloudy,,70,68,,0,0.0,Khandagiri,Master Canteen,20.319998933284207,85.7783448249314,20.241757950119627,85.84877889529393,0.4181818181818182,1.0,1.05,0.43909090909090914
2025-01-19,Sunday,Master Canteen,Rainy,,106,100,,0,0.0,Khandagiri,Airport Road,20.240537884193863,85.81894232346774,20.24918266174416,85.83078895179314,1.0,1.0,1.2,1.2
2025-01-18,Saturday,Airport Road,Cloudy,,80,81,Sports Event,14,11.2,Khandagiri,Khandagiri,20.377522189642463,85.77570067857151,20.24380141185128,85.8502063537951,0.6545454545454545,1.1400000000000001,1.05,0.7834909090909092
2025-05-05,Monday,Jaydev Vihar,Cloudy,,85,90,Accident,22,17.6,Master Canteen,Master Canteen,20.245304192830307,85.82545059124925,20.267074523251253,85.79873974051384,0.8181818181818181,1.22,1.05,1.048090909090909
2025-01-14,Tuesday,Khandagiri,Sunny,,60,55,,0,0.0,Kalpana Square,Airport Road,20.325682233820622,85.87869626325379,20.29367486609616,85.84430204903451,0.18181818181818188,1.0,1.0,0.18181818181818188
2025-02-14,Friday,Khandagiri,Foggy,,83,87,Political Rally,17,13.6,Airport Road,Kalpana Square,20.349977886905343,85.84863581037163,20.339561116093144,85.7707017418186,0.7636363636363637,1.17,1.1,0.9828
2025-01-30,Thursday,Khandagiri,Foggy,,67,67,,0,0.0,Rasulgarh,Master Canteen,20.338444078757632,85.80253997924181,20.28348955918498,85.77879814306009,0.3999999999999999,1.0,1.1,0.43999999999999995
2025-03-10,Monday,Kalpana Square,Sunny,,65,64,,0,0.0,Jaydev Vihar,Khandagiri,20.34362665099257,85.82739946679973,20.31810332485753,85.80932370252944,0.34545454545454546,1.0,1.0,0.34545454545454546
2025-02-11,Tuesday,Khandagiri,Humid,,60,58,,0,0.0,Master Canteen,Jaydev Vihar,20.232693997472452,85.83508918301473,20.35758626937411,85.82368227736141,0.23636363636363633,1.0,1.05,0.24818181818181817
2025-08-24,Sunday,Khandagiri,Cloudy,,67,65,,0,0.0,Airport Road,Khandagiri,20.334605473277623,85.77997394151292,20.373562134657703,85.82529239174113,0.36363636363636354,1.0,1.05,0.3818181818181817
2025-09-04,Thursday,Khandagiri,Rainy,,71,72,,0,0.0,Jaydev Vihar,Kalpana Square,20.378308805097472,85.78232618351147,20.231185034333468,85.81056663239208,0.49090909090909096,1.0,1.2,0.5890909090909091
2025-02-10,Monday,Khandagiri,Humid,,60,63,,0,0.0,Jaydev Vihar,Jaydev Vihar,20.2885062633258,85.774890791,20.292414103344743,85.81919005146189,0.3272727272727274,1.0,1.05,0.34363636363636374
2025-01-24,Friday,Jaydev Vihar,Humid,,70,70,,0,0.0,Jaydev Vihar,Kalpana Square,20.312540215204745,85.82767331704535,20.375801946548055,85.80172589916945,0.4545454545454546,1.0,1.05,0.47727272727272735
2025-02-02,Sunday,Jaydev Vihar,Foggy,,103,100,Political Rally,11,8.8,Khandagiri,Airport Road,20.34577825249063,85.84968763905604,20.325032402873155,85.8078912218706,1.0,1.11,1.1,1.2210000000000003
2025-01-13,Monday,Rasulgarh,Cloudy,,75,77,,0,0.0,Master Canteen,Khandagiri,20.30773114517394,85.84474612316885,20.297924903983137,85.77075485377686,0.5818181818181818,1.0,1.05,0.610909090909091
2025-05-04,Sunday,Khandagiri,Cloudy,,70,68,,0,0.0,Kalpana Square,Airport Road,20.347041828794836,85.82946157583811,20.339997596479403,85.8299301003285,0.4181818181818182,1.0,1.05,0.43909090909090914
2025-02-18,Tuesday,Jaydev Vihar,Foggy,,89,87,VIP Convoy,15,12.0,Jaydev Vihar,Khandagiri,20.243678779814395,85.79914025140384,20.316192548593897,85.79361775581071,0.7636363636363637,1.15,1.1,0.9660000000000001
2025-02-06,Thursday,Master Canteen,Cloudy,,95,97,Bad Roads,8,6.4,Khandagiri,Kalpana Square,20.372611282682218,85.78943152703286,20.34998902159581,85.87705311427919,0.9454545454545453,1.08,1.05,1.0721454545454545
2025-07-23,Wednesday,Airport Road,Humid,,65,60,Accident,26,20.8,Kalpana Square,Airport Road,20.311947811152084,85.80073173328283,20.331936509346,85.8490507313898,0.2727272727272727,1.26,1.05,0.3608181818181818
2025-01-23,Thursday,Airport Road,Rainy,,60,57,,0,0.0,Rasulgarh,Khandagiri,20.29739305644963,85.77832490877584,20.32982718625823,85.77705885465555,0.21818181818181825,1.0,1.2,0.2618181818181819
2025-05-20,Tuesday,Jaydev Vihar,Rainy,,85,89,,0,0.0,Master Canteen,Kalpana Square,20.264282569158393,85.82009958486913,20.269418539469555,85.81609677788678,0.8,1.0,1.2,0.96
2025-03-26,Wednesday,Airport Road,Humid,,61,63,Sports Event,11,8.8,Kalpana Square,Master Canteen,20.369026103531404,85.80399756558064,20.35039847297196,85.80705343465775,0.3272727272727274,1.11,1.05,0.3814363636363638
2025-06-25,Wednesday,Jaydev Vihar,Foggy,,98,100,Bad Roads,6,4.8,Rasulgarh,Rasulgarh,20.298917445120274,85.806634360395,20.37005621072361,85.85509194051474,1.0,1.06,1.1,1.1660000000000001
2025-04-15,Tuesday,Airport Road,Sunny,,66,61,Sports Event,11,8.8,Master Canteen,Airport Road,20.372946418342508,85.87242957829214,20.286209602863625,85.84732999060299,0.290909090909091,1.11,1.0,0.32290909090909103
2025-03-26,Wednesday,Khandagiri,Rainy,,80,83,,0,0.0,Khandagiri,Kalpana Square,20.271810946694195,85.85262363213648,20.273451761733156,85.82927753337388,0.6909090909090909,1.0,1.2,0.8290909090909091
2025-03-01,Saturday,Khandagiri,Sunny,,86,82,Accident,22,17.6,Master Canteen,Master Canteen,20.35962873384489,85.82586748999553,20.261734626778704,85.83945003954696,0.6727272727272726,1.22,1.0,0.8207272727272725
2025-07-03,Thursday,Jaydev Vihar,Cloudy,,70,71,,0,0.0,Kalpana Square,Airport Road,20.234368885733662,85.84801852198777,20.24620412176761,85.80673134228158,0.47272727272727266,1.0,1.05,0.49636363636363634
2025-02-17,Monday,Rasulgarh,Cloudy,,75,79,,0,0.0,Khandagiri,Rasulgarh,20.29532872608322,85.79667628725034,20.362989751357865,85.78086213252485,0.6181818181818182,1.0,1.05,0.649090909090909
2025-07-04,Friday,Master Canteen,Rainy,,96,100,,0,0.0,Kalpana Square,Kalpana Square,20.252616958697857,85.80101788853004,20.260503280414813,85.86358658337626,1.0,1.0,1.2,1.2
2025-03-20,Thursday,Khandagiri,Rainy,,77,73,,0,0.0,Jaydev Vihar,Master Canteen,20.27902181234263,85.77604163677039,20.262221866166986,85.81827767718046,0.509090909090909,1.0,1.2,0.6109090909090908
2025-08-10,Sunday,Rasulgarh,Foggy,,87,87,,0,0.0,Airport Road,Rasulgarh,20.285847695265026,85.86105865386747,20.232305976689865,85.79956577098487,0.7636363636363637,1.0,1.1,0.8400000000000001
2025-02-05,Wednesday,Airport Road,Cloudy,,68,70,Construction Work,9,7.2,Rasulgarh,Airport Road,20.28541050819032,85.86480707849901,20.248161486535707,85.86856167632298,0.4545454545454546,1.09,1.05,0.5202272727272729
2025-06-12,Thursday,Jaydev Vihar,Cloudy,,70,68,,0,0.0,Airport Road,Khandagiri,20.289137045163336,85.83016020574601,20.364111086868956,85.85055470235363,0.4181818181818182,1.0,1.05,0.43909090909090914
2025-05-22,Thursday,Jaydev Vihar,Humid,,70,71,,0,0.0,Master Canteen,Airport Road,20.284296137851673,85.8047630231936,20.270917322659177,85.80733079743969,0.47272727272727266,1.0,1.05,0.49636363636363634
2025-01-14,Tuesday,Airport Road,Cloudy,,50,49,,0,0.0,Airport Road,Master Canteen,20.35903986025417,85.81763239262816,20.2541837369517,85.78797114492204,0.07272727272727275,1.0,1.05,0.0763636363636364
2025-02-19,Wednesday,Kalpana Square,Rainy,,75,73,,0,0.0,Khandagiri,Khandagiri,20.37484797940516,85.87088537309548,20.290572556157915,85.78514281365256,0.509090909090909,1.0,1.2,0.6109090909090908
2025-03-12,Wednesday,Jaydev Vihar,Humid,,70,72,,0,0.0,Jaydev Vihar,Master Canteen,20.343604533772904,85.8561867521399,20.29269953981002,85.8759353517147,0.49090909090909096,1.0,1.05,0.5154545454545455
2025-03-01,Saturday,Jaydev Vihar,Humid,,85,88,,0,0.0,Jaydev Vihar,Rasulgarh,20.342905858445537,85.81728469974917,20.365879124201562,85.82363918460781,0.7818181818181817,1.0,1.05,0.8209090909090909
2025-06-13,Friday,Jaydev Vihar,Cloudy,,70,69,,0,0.0,Airport Road,Kalpana Square,20.241311490907133,85.81713048088953,20.314177904049473,85.85378925419549,0.4363636363636363,1.0,1.05,0.45818181818181813
2025-03-20,Thursday,Khandagiri,Foggy,,82,83,Political Rally,12,9.6,Rasulgarh,Khandagiri,20.277955744467203,85.80910488806013,20.36869922416718,85.81725974073663,0.6909090909090909,1.12,1.1,0.8512000000000001
2025-03-05,Wednesday,Airport Road,Rainy,,78,76,Political Rally,18,14.4,Rasulgarh,Airport Road,20.275580888158828,85.81927424222268,20.337562185385103,85.82699469770225,0.5636363636363637,1.18,1.2,0.798109090909091
2025-08-13,Wednesday,Khandagiri,Sunny,,77,73,Political Rally,14,11.2,Master Canteen,Master Canteen,20.311865442666512,85.83055552730883,20.37149136874411,85.81980262704634,0.509090909090909,1.1400000000000001,1.0,0.5803636363636364
2025-07-11,Friday,Rasulgarh,Sunny,Rath Yatra,100,100,,0,0.0,Jaydev Vihar,Jaydev Vihar,20.243708962028535,85.86569168046644,20.307962715219723,85.84606133315829,1.0,1.0,1.0,1.0
2025-05-30,Friday,Airport Road,Rainy,,65,65,,0,0.0,Master Canteen,Khandagiri,20.31791522433306,85.85901352172341,20.272904498760692,85.84142529521563,0.36363636363636354,1.0,1.2,0.43636363636363623
2025-02-02,Sunday,Rasulgarh,Cloudy,,90,92,,0,0.0,Kalpana Square,Rasulgarh,20.301241459234294,85.83360892191224,20.251273620857745,85.83347827047622,0.8545454545454545,1.0,1.05,0.8972727272727272
2025-05-06,Tuesday,Rasulgarh,Humid,,75,80,,0,0.0,Jaydev Vihar,Khandagiri,20.312505558280268,85.85035450541316,20.26082514478222,85.79529978004956,0.6363636363636365,1.0,1.05,0.6681818181818183
2025-01-14,Tuesday,Khandagiri,Sunny,,60,58,,0,0.0,Khandagiri,Kalpana Square,20.301518917031053,85.81542748147713,20.293109532967037,85.80293758928194,0.23636363636363633,1.0,1.0,0.23636363636363633
2025-05-26,Monday,Jaydev Vihar,Sunny,,70,73,,0,0.0,Jaydev Vihar,Khandagiri,20.24253447437602,85.85095300163972,20.287748781395543,85.87977315979798,0.509090909090909,1.0,1.0,0.509090909090909
2025-03-08,Saturday,Rasulgarh,Humid,Holi,105,100,,0,0.0,Khandagiri,Jaydev Vihar,20.303165956171142,85.77314431939551,20.379912471090993,85.86326113395747,1.0,1.0,1.05,1.05
2025-04-21,Monday,Master Canteen,Sunny,,95,90,VIP Convoy,22,17.6,Rasulgarh,Khandagiri,20.362620335397068,85.80601834908998,20.2443318476507,85.85495056965561,0.8181818181818181,1.22,1.0,0.9981818181818181
2025-08-29,Friday,Rasulgarh,Sunny,,75,75,,0,0.0,Khandagiri,Rasulgarh,20.253266323815748,85.79106114609124,20.300073550518597,85.79219839715161,0.5454545454545454,1.0,1.0,0.5454545454545454
2025-07-23,Wednesday,Master Canteen,Rainy,,92,97,,0,0.0,Master Canteen,Khandagiri,20.287778208499255,85.85322278965133,20.331871405712036,85.81541559950712,0.9454545454545453,1.0,1.2,1.1345454545454543
2025-01-26,Sunday,Kalpana Square,Rainy,,96,95,Accident,20,16.0,Khandagiri,Khandagiri,20.262592321564938,85.87909523691431,20.313234438441093,85.79281408289421,0.9090909090909092,1.2,1.2,1.3090909090909093
2025-05-04,Sunday,Kalpana Square,Rainy,,107,100,Bad Roads,7,5.6,Rasulgarh,Kalpana Square,20.313689458449883,85.85743614030805,20.328194609383484,85.83060775701048,1.0,1.07,1.2,1.284
2025-05-03,Saturday,Airport Road,Sunny,,70,73,Bad Roads,7,5.6,Rasulgarh,Kalpana Square,20.360756197416837,85.8057691839744,20.310960006057762,85.86826381450699,0.509090909090909,1.07,1.0,0.5447272727272727
